order_id,order_date,region,country,channel,customer_segment,product,category,units_sold,unit_price,discount_pct,revenue
1097,2024-01-27,North America,Canada,Retail,SMB,Vertex Monitor,Electronics,3,314.42,10,1178.72
1098,2024-01-27,North America,USA,Retail,SMB,Canvas Backpack,Accessories,1,94.35,20,104.8
1099,2024-01-27,Europe,France,Partner,Consumer,Vertex Monitor,Electronics,4,337.87,15,1299.64
1100,2024-01-27,Latin America,Mexico,Partner,Consumer,Pulse Earbuds,Electronics,1,145.64,20,95.87
1101,2024-01-27,Europe,Germany,Partner,Enterprise,Pulse Earbuds,Electronics,5,148.63,0,840.76
1102,2024-01-28,North America,Canada,Online,SMB,Ink Pen Set,Stationery,8,23.93,5,252.79
1103,2024-01-28,Europe,France,Online,SMB,Flow Notebook,Stationery,4,12.26,0,55.54
1104,2024-01-28,Latin America,Mexico,Online,Consumer,Ink Pen Set,Stationery,4,24.26,15,67.94
1105,2024-01-28,Europe,France,Online,Consumer,Vertex Monitor,Electronics,4,330.94,0,1499.22
1106,2024-01-29,Europe,France,Retail,SMB,Pulse Earbuds,Electronics,4,147.25,5,634.39
1107,2024-01-29,Europe,Germany,Partner,SMB,Nimbus Phone,Electronics,2,767.26,20,1391.81
1108,2024-01-29,Asia Pacific,Japan,Retail,SMB,Pulse Earbuds,Electronics,1,156.66,0,201.83
1109,2024-01-30,Europe,France,Partner,Consumer,Terra Desk,Furniture,8,258.24,0,2344.73
1110,2024-01-30,Asia Pacific,Japan,Online,Consumer,Vertex Monitor,Electronics,2,319.93,10,742.72
1111,2024-01-30,Asia Pacific,Japan,Partner,SMB,Aurora Laptop,Electronics,4,1294.19,5,6342.77
1112,2024-01-30,Asia Pacific,Australia,Online,Consumer,Canvas Backpack,Accessories,3,96.79,10,337.05
1113,2024-01-30,North America,USA,Partner,Consumer,Ink Pen Set,Stationery,8,26.1,0,290.84
1114,2024-01-30,Europe,France,Retail,Consumer,Canvas Backpack,Accessories,6,93.6,10,573.65
1115,2024-01-31,Asia Pacific,Australia,Retail,Consumer,Ink Pen Set,Stationery,8,25.51,20,210.79
1116,2024-01-31,Europe,UK,Online,Enterprise,Lumen Lamp,Furniture,10,73.42,0,834.17
1117,2024-02-01,Europe,France,Retail,Consumer,Pulse Earbuds,Electronics,1,149.49,0,170.03
1118,2024-02-01,Europe,UK,Online,SMB,Ergo Chair,Furniture,3,326.49,0,1114.02
1119,2024-02-02,Europe,UK,Online,SMB,Terra Desk,Furniture,8,255.58,15,1978.78
1120,2024-02-02,North America,USA,Retail,Consumer,Canvas Backpack,Accessories,3,90.67,0,380.09
1121,2024-02-02,North America,Canada,Retail,Consumer,Lumen Lamp,Furniture,8,69.25,20,619.3
1122,2024-02-02,Latin America,Mexico,Retail,Consumer,Nimbus Phone,Electronics,3,790.7,15,1669.59
1123,2024-02-02,Latin America,Mexico,Partner,SMB,Pulse Earbuds,Electronics,1,157.03,10,117.03
1124,2024-02-03,Asia Pacific,India,Partner,Consumer,Lumen Lamp,Furniture,4,68.78,10,320.7
1125,2024-02-03,Asia Pacific,Australia,Online,Consumer,Flow Notebook,Stationery,1,12.63,0,16.36
1126,2024-02-03,North America,Canada,Retail,Consumer,Flow Notebook,Stationery,6,12.05,15,85.96
1127,2024-02-03,North America,Canada,Online,Enterprise,Ergo Chair,Furniture,25,336.05,20,9401.48
1128,2024-02-04,Asia Pacific,Japan,Online,Consumer,Canvas Backpack,Accessories,7,94.91,20,689.12
1129,2024-02-04,Europe,Germany,Retail,Consumer,Aurora Laptop,Electronics,3,1256.85,15,3656.82
1130,2024-02-04,North America,Canada,Online,Enterprise,Ink Pen Set,Stationery,20,25.76,0,721.44
1131,2024-02-04,Latin America,Mexico,Online,Consumer,Canvas Backpack,Accessories,8,89.04,15,502.43
1132,2024-02-05,North America,USA,Retail,Consumer,Canvas Backpack,Accessories,2,88.25,0,247.41
1133,2024-02-05,Europe,Germany,Partner,SMB,Vertex Monitor,Electronics,4,334.88,10,1376.99
1134,2024-02-05,North America,Canada,Partner,SMB,Flow Notebook,Stationery,7,11.45,0,112.35
1135,2024-02-05,Europe,Germany,Retail,Consumer,Vertex Monitor,Electronics,1,319.28,15,309.98
1136,2024-02-05,Latin America,Mexico,Online,Consumer,Aurora Laptop,Electronics,4,1243.39,0,4131.46
1137,2024-02-06,Latin America,Brazil,Online,Consumer,Flow Notebook,Stationery,4,12.69,0,42.21
1138,2024-02-06,Europe,France,Retail,Enterprise,Pulse Earbuds,Electronics,4,159.24,0,728.3
1139,2024-02-06,North America,USA,Online,SMB,Ergo Chair,Furniture,1,323.66,0,454.18
1140,2024-02-06,Asia Pacific,India,Retail,Consumer,Lumen Lamp,Furniture,1,73.25,0,95.17
1141,2024-02-06,Europe,France,Retail,Consumer,Aurora Laptop,Electronics,1,1218.6,5,1323.68
1142,2024-02-06,Latin America,Brazil,Partner,Enterprise,Flow Notebook,Stationery,25,12.9,15,227.95
1143,2024-02-07,Latin America,Mexico,Partner,Consumer,Vertex Monitor,Electronics,4,341.41,0,1136.81
1144,2024-02-07,North America,USA,Partner,Consumer,Aurora Laptop,Electronics,3,1295.16,5,5185.18
1145,2024-02-08,North America,Canada,Partner,SMB,Nimbus Phone,Electronics,2,806.96,5,2156.05
1146,2024-02-08,North America,Canada,Partner,Consumer,Ink Pen Set,Stationery,2,25.14,0,70.7
1147,2024-02-08,Asia Pacific,Japan,Retail,SMB,Canvas Backpack,Accessories,2,95.23,0,247.99
1148,2024-02-08,North America,USA,Online,Consumer,Flow Notebook,Stationery,1,12.89,10,16.31
1149,2024-02-08,Europe,France,Partner,Consumer,Nimbus Phone,Electronics,4,855.25,20,3135.85
1150,2024-02-08,North America,Canada,Partner,Consumer,Lumen Lamp,Furniture,4,72.48,0,407.69
1151,2024-02-09,Asia Pacific,Japan,Retail,Consumer,Ink Pen Set,Stationery,4,25.14,20,104.86
1152,2024-02-09,Europe,France,Online,SMB,Lumen Lamp,Furniture,5,68.14,0,390.79
1153,2024-02-09,Asia Pacific,Japan,Online,Consumer,Canvas Backpack,Accessories,3,93.19,10,327.96
1154,2024-02-10,North America,USA,Retail,Consumer,Aurora Laptop,Electronics,4,1193.18,5,6389.33
1155,2024-02-10,Europe,France,Partner,Enterprise,Pulse Earbuds,Electronics,2,145.57,0,334.29
1156,2024-02-11,North America,USA,Retail,SMB,Pulse Earbuds,Electronics,4,147.83,5,792.44
1157,2024-02-11,Asia Pacific,India,Partner,Consumer,Pulse Earbuds,Electronics,4,155.51,10,731.24
1158,2024-02-11,North America,Canada,Online,Consumer,Canvas Backpack,Accessories,5,94.48,0,666.39
1159,2024-02-11,Asia Pacific,Japan,Partner,Consumer,Pulse Earbuds,Electronics,4,145.02,0,757.68
1160,2024-02-11,Europe,UK,Retail,SMB,Terra Desk,Furniture,2,276.13,5,603.04
1161,2024-02-11,North America,USA,Retail,Consumer,Terra Desk,Furniture,7,260.67,10,2316.61
1162,2024-02-12,North America,Canada,Partner,Consumer,Aurora Laptop,Electronics,4,1247.58,20,5637.61
1163,2024-02-12,Europe,Germany,Partner,Consumer,Ink Pen Set,Stationery,7,24.01,10,174.05
1164,2024-02-12,Asia Pacific,Australia,Online,Consumer,Pulse Earbuds,Electronics,1,154.85,10,182.22
1165,2024-02-12,Europe,UK,Partner,Consumer,Canvas Backpack,Accessories,3,86.7,0,299.28
1166,2024-02-12,North America,USA,Partner,SMB,Lumen Lamp,Furniture,2,75.16,0,212.27
1167,2024-02-13,Europe,France,Partner,Consumer,Flow Notebook,Stationery,6,12.91,20,71.38
1168,2024-02-13,North America,Canada,Retail,Consumer,Aurora Laptop,Electronics,3,1148.76,10,4384.55
1169,2024-02-13,Europe,Germany,Retail,Consumer,Terra Desk,Furniture,5,268.79,0,1548.01
1170,2024-02-13,Latin America,Brazil,Retail,Consumer,Lumen Lamp,Furniture,1,74.77,5,59.5
1171,2024-02-13,Europe,UK,Online,Consumer,Pulse Earbuds,Electronics,1,144.52,5,158.14
1172,2024-02-14,Latin America,Brazil,Online,Consumer,Terra Desk,Furniture,8,264.71,5,1687.04
1173,2024-02-14,Europe,Germany,Retail,Consumer,Pulse Earbuds,Electronics,3,154.16,15,453.27
1174,2024-02-14,Asia Pacific,Australia,Partner,Consumer,Pulse Earbuds,Electronics,4,147.41,0,772.59
1175,2024-02-14,Asia Pacific,Australia,Partner,Consumer,Ink Pen Set,Stationery,3,24.76,0,97.33
1176,2024-02-15,North America,USA,Retail,Consumer,Pulse Earbuds,Electronics,2,156.21,15,376.18
1177,2024-02-15,Latin America,Brazil,Retail,Consumer,Lumen Lamp,Furniture,1,69.31,0,58.18
1178,2024-02-15,Latin America,Mexico,Online,Consumer,Canvas Backpack,Accessories,3,86.4,0,217.59
1179,2024-02-15,Asia Pacific,India,Partner,Consumer,Terra Desk,Furniture,1,258.38,15,288.07
1180,2024-02-15,Asia Pacific,India,Online,Consumer,Lumen Lamp,Furniture,3,70.48,15,235.73
1181,2024-02-16,Europe,France,Retail,Consumer,Pulse Earbuds,Electronics,4,152.91,0,706.72
1182,2024-02-16,North America,Canada,Partner,Consumer,Canvas Backpack,Accessories,8,94.5,5,1018.45
1183,2024-02-16,Asia Pacific,Australia,Online,Enterprise,Ergo Chair,Furniture,12,351.34,0,5535.77
1184,2024-02-16,Asia Pacific,Australia,Partner,SMB,Canvas Backpack,Accessories,2,86.48,0,227.1
1185,2024-02-16,North America,Canada,Retail,Consumer,Canvas Backpack,Accessories,2,95.06,0,269.6
1186,2024-02-17,Latin America,Mexico,Online,Consumer,Aurora Laptop,Electronics,4,1198.49,0,4032.71
1187,2024-02-17,North America,USA,Online,SMB,Ink Pen Set,Stationery,3,24.68,0,105.1
1188,2024-02-17,Asia Pacific,Australia,Retail,SMB,Ink Pen Set,Stationery,8,23.77,10,224.95
1189,2024-02-17,North America,Canada,Partner,Consumer,Pulse Earbuds,Electronics,4,157.64,0,895.1
1190,2024-02-18,North America,USA,Partner,SMB,Pulse Earbuds,Electronics,4,144.66,0,822.26
1191,2024-02-18,Latin America,Brazil,Partner,SMB,Lumen Lamp,Furniture,3,70.41,0,177.87
1192,2024-02-18,Europe,UK,Partner,Consumer,Ergo Chair,Furniture,2,366.08,10,762.97
1193,2024-02-19,Latin America,Brazil,Partner,Consumer,Vertex Monitor,Electronics,4,314.55,0,1060.61
1194,2024-02-19,North America,USA,Partner,SMB,Pulse Earbuds,Electronics,1,153.85,20,175.08
1195,2024-02-20,North America,Canada,Online,SMB,Ergo Chair,Furniture,8,344.15,15,3332.41
1196,2024-02-20,North America,USA,Retail,SMB,Aurora Laptop,Electronics,1,1171.45,0,1668.11
1197,2024-02-20,Asia Pacific,India,Retail,Consumer,Pulse Earbuds,Electronics,4,143.21,0,755.29
1198,2024-02-20,Asia Pacific,Japan,Partner,SMB,Pulse Earbuds,Electronics,3,144.93,0,573.27
1199,2024-02-21,Europe,Germany,Retail,Enterprise,Flow Notebook,Stationery,18,12.48,5,247.87
1200,2024-02-21,Europe,France,Retail,Consumer,Pulse Earbuds,Electronics,1,154.25,5,170.2
1201,2024-02-21,Asia Pacific,Australia,Retail,Consumer,Pulse Earbuds,Electronics,3,151.2,0,598.69
1202,2024-02-21,Asia Pacific,India,Online,Consumer,Flow Notebook,Stationery,6,12.96,10,92.37
1203,2024-02-22,Asia Pacific,India,Retail,SMB,Aurora Laptop,Electronics,2,1162.27,0,3071.26
1204,2024-02-22,Europe,Germany,Partner,Consumer,Aurora Laptop,Electronics,3,1199.73,0,4184.72
1205,2024-02-22,Europe,France,Retail,Consumer,Nimbus Phone,Electronics,3,839.36,5,2781.35
1206,2024-02-22,Europe,France,Retail,Consumer,Pulse Earbuds,Electronics,2,143.01,0,332.55
1207,2024-02-23,Europe,Germany,Retail,Consumer,Canvas Backpack,Accessories,8,97.16,0,904.67
1208,2024-02-23,North America,Canada,Online,Consumer,Nimbus Phone,Electronics,4,853.46,0,4876.37
1209,2024-02-23,Europe,UK,Retail,Enterprise,Ink Pen Set,Stationery,12,25.51,10,320.66
1210,2024-02-24,Asia Pacific,Australia,Online,SMB,Flow Notebook,Stationery,6,11.75,10,84.01
1211,2024-02-24,Latin America,Brazil,Retail,Consumer,Pulse Earbuds,Electronics,3,158.17,5,381.97
1212,2024-02-24,Europe,France,Retail,Consumer,Ink Pen Set,Stationery,8,25.09,10,210.47
1213,2024-02-24,Europe,France,Partner,Enterprise,Aurora Laptop,Electronics,5,1246.1,5,6896.17
1214,2024-02-25,North America,USA,Partner,Consumer,Flow Notebook,Stationery,1,11.59,20,13.27
1215,2024-02-25,North America,USA,Online,Enterprise,Nimbus Phone,Electronics,12,768.2,20,10555.95
1216,2024-02-25,North America,Canada,Partner,Consumer,Nimbus Phone,Electronics,1,826.66,10,1064.93
1217,2024-02-25,Europe,France,Partner,SMB,Nimbus Phone,Electronics,3,856.09,20,2396.3
1218,2024-02-26,Asia Pacific,India,Partner,Enterprise,Aurora Laptop,Electronics,9,1229.25,20,11742.2
1219,2024-02-26,Europe,UK,Retail,SMB,Terra Desk,Furniture,5,255.28,5,1415.7
1220,2024-02-27,North America,USA,Retail,Consumer,Flow Notebook,Stationery,8,11.72,5,127.76
1221,2024-02-27,Europe,Germany,Retail,Consumer,Ink Pen Set,Stationery,7,26.22,0,214.51
1222,2024-02-27,Europe,UK,Retail,Consumer,Pulse Earbuds,Electronics,4,145.25,0,679.02
1223,2024-02-27,North America,Canada,Online,Consumer,Ink Pen Set,Stationery,6,26.09,10,202.08
1224,2024-02-27,North America,USA,Retail,Consumer,Terra Desk,Furniture,5,247.78,5,1688.14
1225,2024-02-28,Europe,UK,Online,Consumer,Pulse Earbuds,Electronics,3,154.15,5,513.98
1226,2024-02-28,Asia Pacific,Australia,Online,Consumer,Terra Desk,Furniture,7,276.83,0,2576.23
1227,2024-02-28,Asia Pacific,Japan,Partner,Consumer,Pulse Earbuds,Electronics,2,153.29,0,407.58
1228,2024-02-28,North America,Canada,Partner,Consumer,Flow Notebook,Stationery,2,12.92,0,37.1
1229,2024-02-28,Europe,Germany,Online,Consumer,Ergo Chair,Furniture,4,345.5,10,1455.14
1230,2024-02-29,North America,USA,Retail,Consumer,Nimbus Phone,Electronics,4,823.05,0,4731.84
1231,2024-02-29,Europe,Germany,Retail,Consumer,Canvas Backpack,Accessories,5,89.44,10,471.35
1232,2024-02-29,Asia Pacific,Australia,Retail,SMB,Terra Desk,Furniture,1,258.2,0,343.62
1233,2024-02-29,North America,Canada,Partner,SMB,Lumen Lamp,Furniture,1,70.82,10,91.61
1234,2024-02-29,Latin America,Brazil,Online,SMB,Flow Notebook,Stationery,7,12.68,0,75.6
1235,2024-02-29,North America,USA,Retail,Consumer,Nimbus Phone,Electronics,2,831.81,5,2271.55
1236,2024-03-01,Europe,France,Partner,Enterprise,Canvas Backpack,Accessories,3,87.93,10,278.32
1237,2024-03-01,North America,Canada,Online,Consumer,Ergo Chair,Furniture,8,338.13,10,3502.73
1238,2024-03-01,Europe,France,Retail,SMB,Flow Notebook,Stationery,8,12.89,0,120.89
1239,2024-03-01,North America,Canada,Retail,Enterprise,Pulse Earbuds,Electronics,9,156.25,15,1719.78
1240,2024-03-01,North America,Canada,Partner,Enterprise,Ergo Chair,Furniture,20,348.35,0,10023.89
1241,2024-03-02,Europe,Germany,Online,Enterprise,Ink Pen Set,Stationery,10,26.85,0,315.09
1242,2024-03-02,North America,Canada,Online,SMB,Flow Notebook,Stationery,4,12.24,20,56.41
1243,2024-03-02,Latin America,Mexico,Partner,SMB,Nimbus Phone,Electronics,2,765.28,0,1306.3
1244,2024-03-02,Latin America,Brazil,Retail,Consumer,Lumen Lamp,Furniture,6,70.8,15,308.17
1245,2024-03-02,Asia Pacific,India,Online,SMB,Aurora Laptop,Electronics,4,1285.87,15,5830.28
1246,2024-03-02,Asia Pacific,Japan,Retail,SMB,Lumen Lamp,Furniture,6,72.38,0,579.14
1247,2024-03-03,Asia Pacific,India,Online,SMB,Ergo Chair,Furniture,3,362.0,5,1377.25
1248,2024-03-03,North America,USA,Retail,Consumer,Canvas Backpack,Accessories,3,96.76,15,355.73
1249,2024-03-04,Asia Pacific,India,Retail,SMB,Pulse Earbuds,Electronics,3,161.79,5,616.17
1250,2024-03-04,Europe,Germany,Partner,Consumer,Canvas Backpack,Accessories,8,87.76,0,825.61
1251,2024-03-04,North America,USA,Partner,SMB,Flow Notebook,Stationery,3,12.55,0,54.34
1252,2024-03-04,Asia Pacific,Australia,Partner,Consumer,Flow Notebook,Stationery,7,12.07,20,90.32
1253,2024-03-05,North America,USA,Retail,Consumer,Nimbus Phone,Electronics,2,787.12,0,2274.28
1254,2024-03-05,North America,Canada,Partner,Consumer,Canvas Backpack,Accessories,1,93.15,0,134.57
1255,2024-03-05,Asia Pacific,India,Online,Consumer,Flow Notebook,Stationery,7,12.18,15,96.94
1256,2024-03-05,Latin America,Mexico,Retail,SMB,Flow Notebook,Stationery,6,11.74,10,54.27
1257,2024-03-06,Europe,Germany,Retail,SMB,Flow Notebook,Stationery,8,12.24,20,92.31
1258,2024-03-06,Asia Pacific,India,Partner,SMB,Flow Notebook,Stationery,2,12.1,10,29.16
1259,2024-03-06,Asia Pacific,India,Partner,Consumer,Canvas Backpack,Accessories,4,91.78,10,442.43
1260,2024-03-07,North America,Canada,Partner,Consumer,Nimbus Phone,Electronics,4,853.48,0,4942.14
1261,2024-03-07,Europe,UK,Retail,Consumer,Vertex Monitor,Electronics,1,323.23,10,343.14
